"parcel_id","state","district","land_area","land_type","land_use","number_of_owners","ownership_complexity","previous_dispute","previous_objections","land_value","estimated_compensation","environmental_risk","road_accessibility","distance_to_road","project_type","stakeholder_count","land_use_conflict","documentation_completeness","historical_acquisition_duration","acquisition_risk","acquisition_duration"
"SYN-LA-00167","Bihar","Dhanbad","17.24","Agricultural","Residential","2","2","0","0","12.54","17.17","0","4","7.86","","5","3","6","9.09","1","9.91"
"SYN-LA-00168","","Bhagalpur","11.84","Agricultural","Residential","7","6","0","0","6.45","8.79","3","10","9.13","Industrial corridor","19","1","3","8.98","1","10.93"
"SYN-LA-00169","Jharkhand","Vaishali","17.38","Commercial","Commercial","4","5","0","0","13.16","15","3","","1.93","Industrial corridor","16","1","5","9.98","1","12.52"
"SYN-LA-00170","Bihar","Saran","","Commercial","Single-crop","2","2","0","0","5.58","6.49","3","4","11.16","Rail","11","1","9","6.83","0","6.7"
"SYN-LA-00171","Uttar Pradesh","Patna","13.31","","Single-crop","1","1","0","1","3.05","3.75","7","9","3.28","Public utility","19","2","9","5.18","0","6.17"
"SYN-LA-00172","Bihar","","24.79","Commercial","Mixed use","4","5","0","0","21.32","22.61","3","5","5.28","Water management","17","0","7","7.38","1","9.25"
"SYN-LA-00173","Uttar Pradesh","Purnia","14.57","","Mixed use","","4","0","0","5.73","6.81","2","9","5.41","Water management","18","2","5","11.37","1","13.23"
"SYN-LA-00174","Jharkhand","Saran","1.02","Forest buffer","Multi-crop","8","9","1","2","0.26","0.29","5","4","8.92","Public utility","16","2","3","14.94","3","20.49"
"SYN-LA-00175","Bihar","Vaishali","13.92","Commercial","Mixed use","4","4","0","1","6.59","8.81","7","4","7.97","Industrial corridor","7","2","10","12.62","1","13.77"
"SYN-LA-00176","Bihar","Patna","23.74","Agricultural","Commercial","2","2","","0","14.02","15.56","6","4","5.95","Water management","9","1","5","4.46","1","6.87"
"SYN-LA-00177","Uttar Pradesh","Patna","9.32","Commercial","Fallow","6","5","0","0","4.69","5.89","7","7","10.42","Industrial corridor","10","0","6","7.1","1","8.03"
"SYN-LA-00178","Uttar Pradesh","Saran","6.76","Forest buffer","Fallow","8","10","0","0","","2.41","8","6","9.53","Road","17","1","4","11.34","2","12.62"
"SYN-LA-00179","Jharkhand","Dhanbad","19.78","Commercial","Multi-crop","6","8","0","0","11.98","12.84","4","6","4.61","Public utility","19","5","4","13.62","2","16.63"
"SYN-LA-00180","Uttar Pradesh","","2.11","Industrial","Residential","8","10","0","0","1.49","1.81","2","5","","Industrial corridor","9","2","7","8.21","1","10.92"
"SYN-LA-00181","Jharkhand","Dhanbad","0.89","Residential","Residential","3","3","0","0","0.77","0.99","6","4","6.06","Road","17","7","6","11.77","2","15.84"
"SYN-LA-00182","Bihar","Vaishali","12.98","","","1","1","0","0","8.38","11.45","8","10","11.57","Public utility","6","5","6","6.34","1","8.51"
"SYN-LA-00183","Jharkhand","Bhojpur","1.66","Forest buffer","Fallow","6","7","0","0","0.42","0.58","5","","8","Public utility","7","3","6","9.72","1","11.05"
"SYN-LA-00184","Bihar","Saran","9.21","Residential","Single-crop","5","6","1","","6.29","7.38","","6","3.25","Industrial corridor","4","3","6","13.24","2","18.98"
"SYN-LA-00185","Bihar","Saran","","Industrial","Multi-crop","5","6","1","2","1.19","1.57","0","9","1.49","","6","3","8","13.86","1","19.26"
"SYN-LA-00186","Uttar Pradesh","Saran","3.45","Residential","Mixed use","6","6","0","","2.48","2.53","4","10","3.91","Public utility","6","1","4","11.95","1","13.2"
"SYN-LA-00187","Uttar Pradesh","Saran","15.87","Industrial","Single-crop","1","1","0","0","9.07","","9","5","10.55","Water management","3","3","8","4.95","1","5.38"
"SYN-LA-00188","Uttar Pradesh","Bhojpur","15.35","Industrial","","4","5","1","3","10.67","14.41","7","6","8.36","Road","13","0","5","9.1","2","14.78"
"SYN-LA-00189","Uttar Pradesh","Bhagalpur","19.4","Agricultural","Fallow","4","5","0","","12.62","14.39","5","8","","Road","6","3","6","","1","12.9"
"SYN-LA-00190","Uttar Pradesh","Nalanda","1.8","Commercial","Multi-crop","2","2","0","0","0.74","1.02","0","3","10.87","Rail","13","3","9","5.98","1","8.21"
"SYN-LA-00191","Uttar Pradesh","Purnia","24.33","Residential","Single-crop","5","5","1","3","11.79","14.36","3","7","0.46","Rail","8","2","9","16.39","1","21.77"
"SYN-LA-00192","Jharkhand","Nalanda","20.03","Agricultural","Multi-crop","8","9","0","0","11.11","13.66","7","9","9.95","Public utility","9","1","6","7.5","1","10.06"
"SYN-LA-00193","Uttar Pradesh","Gaya","22.76","Commercial","","8","10","0","0","10.92","","3","8","2.86","Public utility","11","4","6","8.73","1","11.12"
"SYN-LA-00194","Jharkhand","Saran","8.28","Industrial","Multi-crop","6","8","1","3","1.89","2.43","6","5","5.08","Road","16","3","4","16.8","3","23.59"
"SYN-LA-00195","Jharkhand","Bhagalpur","3.37","Commercial","Mixed use","4","6","0","0","1.91","2.02","5","5","7.54","Water management","6","1","9","","1","9.49"
"SYN-LA-00196","Jharkhand","Gaya","","Commercial","Mixed use","6","7","0","1","10.26","13.35","1","6","1.5","Water management","20","3","6","14.83","1","18.25"
"SYN-LA-00197","Jharkhand","Ranchi","18.75","Residential","Multi-crop","4","6","1","4","14.53","17.58","5","8","11.31","Industrial corridor","7","3","10","12.69","2","18.24"
"SYN-LA-00198","Jharkhand","Begusarai","15.56","","","2","","0","0","12.4","15.79","5","","0.9","Rail","19","3","7","8.49","1","10.37"
"SYN-LA-00199","Bihar","Begusarai","11.82","Agricultural","Commercial","3","3","0","0","8.74","11.01","4","4","3.09","Water management","3","4","","8.07","0","8.06"
"SYN-LA-00200","Uttar Pradesh","Patna","2.12","Agricultural","Single-crop","3","3","1","3","1.44","1.75","1","","10.49","Water management","4","1","8","10.54","1","15.28"
"SYN-LA-00201","Bihar","Vaishali","11.24","Forest buffer","Fallow","1","","1","3","5.9","7.07","7","","2.72","Industrial corridor","12","","7","9.4","2","16.29"
"SYN-LA-00202","Jharkhand","Nalanda","23.7","Forest buffer","Residential","","5","0","0","9.53","13","5","8","8.44","Industrial corridor","15","4","9","6.79","1","7.9"
"SYN-LA-00203","Jharkhand","Begusarai","16.28","Agricultural","Residential","1","1","1","1","","7.94","7","7","10.83","Road","18","8","6","6.77","2","13.03"
"SYN-LA-00204","Bihar","Bhojpur","11.36","Industrial","Fallow","4","5","0","0","7.66","9.21","2","7","8.02","Rail","4","1","8","10.62","1","10.41"
"SYN-LA-00205","Jharkhand","Purnia","19.72","Agricultural","Residential","8","9","0","1","16.54","21.77","3","7","7.43","Road","13","4","3","14.4","3","17.57"
"SYN-LA-00206","Bihar","Purnia","4.72","Commercial","Commercial","4","4","0","0","3.95","4.89","1","8","","Rail","17","2","10","6.54","0","7.44"
"SYN-LA-00207","Uttar Pradesh","Ranchi","3.15","Agricultural","Commercial","6","7","0","0","2.59","3.35","6","5","9.2","Rail","16","2","6","9.35","2","12.59"
"SYN-LA-00208","Jharkhand","Bhojpur","11.72","Industrial","Residential","1","2","1","3","5.19","7.26","4","4","9.95","Industrial corridor","2","4","9","9.79","1","14.29"
"SYN-LA-00209","Uttar Pradesh","Purnia","8.14","Forest buffer","Single-crop","3","3","0","0","3.03","3.85","","6","11.94","Rail","4","4","7","7.29","1","8.12"
"SYN-LA-00210","Bihar","Vaishali","15.39","Agricultural","Mixed use","1","1","0","0","8.54","8.76","1","6","0.25","","8","3","8","3.78","0","5.09"
"SYN-LA-00211","Bihar","Vaishali","17.95","Forest buffer","Multi-crop","8","9","0","0","7.55","8.95","3","2","","Industrial corridor","16","5","3","8.53","2","13.46"
"SYN-LA-00212","Bihar","Ranchi","1.45","Agricultural","Fallow","","1","0","0","0.74","0.96","2","3","9.11","Rail","11","","7","8.82","1","12.55"
"SYN-LA-00213","Jharkhand","Dhanbad","11.28","Residential","Multi-crop","5","6","0","0","6.85","9.47","6","6","9.26","Public utility","4","4","9","6.12","1","7.45"
"SYN-LA-00214","Jharkhand","Patna","9.23","Commercial","Single-crop","7","7","0","0","4.34","4.65","2","8","9.1","Public utility","","2","6","7.1","1","8.52"
"SYN-LA-00215","Jharkhand","Bhojpur","20.26","Commercial","Residential","","10","0","0","17.51","18.77","4","7","10.75","Industrial corridor","5","4","5","8.57","2","10.69"
"SYN-LA-00216","Jharkhand","Nalanda","3.47","Residential","Multi-crop","7","9","0","0","2.63","3.57","1","6","","Public utility","14","1","3","9.06","1","11.13"
"SYN-LA-00217","Bihar","Nalanda","23.24","Industrial","Multi-crop","6","7","1","3","12.17","13.68","8","8","1.12","Public utility","5","3","5","","2","19.98"
"SYN-LA-00218","Bihar","Dhanbad","","Agricultural","Single-crop","4","3","0","0","5.7","7.76","5","7","3.74","Rail","3","1","9","9.78","0","9.41"
"SYN-LA-00219","Jharkhand","Saran","5.53","Industrial","Single-crop","3","5","0","0","4.53","","","8","","Rail","20","3","6","10.55","1","12.42"
"SYN-LA-00220","Jharkhand","Patna","17.59","Residential","Residential","6","5","1","4","14.62","19.73","1","4","4.05","Public utility","17","1","5","16.54","2","23.58"
"SYN-LA-00221","Uttar Pradesh","Dhanbad","17.57","Residential","Mixed use","7","8","1","0","4.76","6.27","1","7","4.82","Rail","6","4","6","13.11","2","17.97"
"SYN-LA-00222","Bihar","Gaya","2.14","Industrial","Mixed use","1","2","0","0","1.54","1.68","2","10","0.28","Industrial corridor","6","3","10","5.96","0","6.82"
"SYN-LA-00223","Jharkhand","Patna","","Forest buffer","Fallow","8","9","0","0","1.54","1.65","8","8","10.19","Public utility","15","1","8","8.41","1","10.58"
"SYN-LA-00224","Jharkhand","Muzaffarpur","13.29","Industrial","Mixed use","8","9","0","0","7.53","9.24","3","8","0.17","Road","13","","6","12.7","1","14.63"
"SYN-LA-00225","Jharkhand","Patna","14.6","Industrial","Multi-crop","3","4","1","2","10.71","11.62","4","9","0.37","Road","2","4","8","6.73","1","11.86"
"SYN-LA-00226","Uttar Pradesh","Saran","20.76","","Multi-crop","1","1","0","0","12.32","13.92","3","2","8.85","Rail","4","1","9","7.76","0","8.8"
"SYN-LA-00227","Uttar Pradesh","Bhojpur","6.96","Agricultural","Fallow","5","7","1","2","5.87","7.59","1","10","6.21","Water management","17","1","7","8.53","1","12.4"
"SYN-LA-00228","","Muzaffarpur","19.37","Industrial","Residential","2","","1","4","9.65","12.78","1","8","4.74","Public utility","6","4","6","11.68","1","19.61"
"SYN-LA-00229","Bihar","Saran","21.17","Commercial","Mixed use","8","10","0","0","15.65","18.74","4","5","","Industrial corridor","7","3","4","14.51","2","16.08"
"SYN-LA-00230","Uttar Pradesh","Purnia","19.21","Residential","Multi-crop","4","6","0","0","4.74","6.32","2","5","9.8","Rail","16","2","8","7.95","1","8.31"
"SYN-LA-00231","Uttar Pradesh","Nalanda","4.28","Commercial","Single-crop","7","9","0","1","2.96","3.17","6","7","9.05","Public utility","15","1","5","14.69","2","16.69"
"SYN-LA-00232","Uttar Pradesh","Dhanbad","10.01","Forest buffer","Residential","5","7","0","1","5.86","6.44","6","1","10.88","Industrial corridor","5","1","8","10.53","2","12.22"
"SYN-LA-00233","Jharkhand","Gaya","12.16","Residential","Fallow","2","3","0","0","10.4","12.99","8","10","1.82","Industrial corridor","13","1","8","7.02","0","7.73"
"SYN-LA-00234","Uttar Pradesh","Ranchi","12.44","Commercial","Fallow","5","6","0","0","3.61","4.75","3","10","1.85","Rail","17","2","6","6.95","1","9.4"
"SYN-LA-00235","Jharkhand","Purnia","19.05","Forest buffer","Multi-crop","5","6","0","0","6.44","8.61","8","2","4.91","Road","16","3","5","7.48","2","10.06"
"SYN-LA-00236","Uttar Pradesh","Vaishali","18.49","Forest buffer","Single-crop","1","2","0","0","","7.52","3","6","3.89","Road","18","3","7","3.98","1","6.99"
"SYN-LA-00237","Bihar","Bhagalpur","8.95","Agricultural","Multi-crop","8","10","1","0","4.31","4.42","3","10","0.25","Rail","9","2","4","13.62","2","18.06"
"SYN-LA-00238","Jharkhand","Purnia","17.7","Agricultural","Commercial","5","7","0","1","15.2","21.16","7","9","9.4","Water management","12","3","10","10.83","1","11.8"
"SYN-LA-00239","Uttar Pradesh","Patna","24.53","Industrial","Fallow","4","5","0","0","7.24","8.22","4","8","9.25","Water management","5","2","6","10.48","1","13.09"
"SYN-LA-00240","","","20.79","Commercial","Single-crop","4","5","","0","5.34","6.36","0","8","2.92","Industrial corridor","","4","7","","1","13.03"
"SYN-LA-00241","Uttar Pradesh","Muzaffarpur","0.98","","Residential","2","3","0","1","0.32","0.41","0","4","0.91","Industrial corridor","9","","9","5.47","0","6.76"
"SYN-LA-00242","Bihar","Nalanda","4.89","Residential","Single-crop","2","2","1","0","2.33","2.67","7","9","10.6","Public utility","9","4","5","9.31","2","13.59"
"SYN-LA-00243","Bihar","Begusarai","7.48","Forest buffer","Commercial","7","7","0","0","2.63","3.62","9","","","Rail","19","4","7","14.33","2","15.44"
"SYN-LA-00244","Bihar","Gaya","8.35","Residential","Multi-crop","8","8","1","0","3.3","4.2","4","7","1.07","Rail","17","4","5","7.71","2","11.22"
"SYN-LA-00245","Bihar","Nalanda","19.31","Commercial","Mixed use","7","8","0","0","15.68","18.06","1","7","2.62","Rail","13","4","8","10.29","1","11.28"
"SYN-LA-00246","Bihar","Patna","21.09","Agricultural","Mixed use","6","7","0","","6.54","7.68","2","5","3.47","Rail","11","3","5","12.66","1","15.16"
"SYN-LA-00247","Jharkhand","Bhagalpur","20.03","Agricultural","Fallow","6","7","0","0","6.58","7.91","7","4","3.24","Road","18","1","6","11.84","2","13.88"
"SYN-LA-00248","Uttar Pradesh","Bhojpur","22.04","Commercial","Multi-crop","5","7","0","0","11.61","14.91","4","3","10.6","","8","0","7","11.64","1","12.33"
"SYN-LA-00249","Bihar","Gaya","23.79","Industrial","Fallow","4","6","0","0","11.73","15.23","1","9","8.39","Industrial corridor","4","4","6","8.58","1","12.36"
"SYN-LA-00250","Bihar","Gaya","22.46","Agricultural","Fallow","4","6","0","0","18.25","","2","3","9.63","Public utility","8","4","5","8.73","1","12.2"
"SYN-LA-00251","","Saran","17.26","Commercial","Fallow","6","8","1","4","10.71","14.7","","4","2.82","Public utility","11","1","7","17","3","21.68"
"SYN-LA-00252","","Patna","22.08","Agricultural","Multi-crop","5","7","0","0","19.39","25.78","2","9","2.39","Road","6","4","8","6.44","1","7.98"
"SYN-LA-00253","Uttar Pradesh","Saran","21.67","Agricultural","Commercial","6","6","0","0","15.57","17.34","3","8","9.76","Water management","5","4","3","10.66","1","14.8"
"SYN-LA-00254","Bihar","Bhojpur","17.17","Agricultural","Residential","1","2","1","0","6.09","7.04","7","5","10.99","Water management","18","3","5","4.66","2","8.84"
"SYN-LA-00255","Uttar Pradesh","Dhanbad","10.38","","Fallow","2","2","0","0","9.12","10.6","3","5","0.78","Public utility","9","2","5","10.27","1","13.96"
"SYN-LA-00256","Bihar","Begusarai","7.35","Agricultural","Commercial","5","5","0","0","3.92","5.2","7","8","0.35","Industrial corridor","6","4","8","8.68","1","9.94"
"SYN-LA-00257","Jharkhand","Vaishali","","Forest buffer","Mixed use","6","6","1","2","13.22","14.94","3","2","9.11","Water management","11","2","7","8.65","2","13.98"
"SYN-LA-00258","Jharkhand","","16.26","Agricultural","Mixed use","5","","0","1","11.62","14.12","5","6","8.92","Rail","10","2","7","8.32","1","10.23"
"SYN-LA-00259","Bihar","Ranchi","6.46","Forest buffer","Multi-crop","4","5","0","0","1.6","1.81","10","7","1.09","Road","4","3","5","10.16","1","12.37"
"SYN-LA-00260","Jharkhand","Purnia","4.64","Forest buffer","Residential","4","4","1","3","2.54","3.4","8","3","6.04","Road","5","7","8","10.08","3","17.98"
"","Uttar Pradesh","Vaishali","15.16","Commercial","Single-crop","6","6","0","0","12.59","13.44","4","6","6.29","Rail","14","","3","12.22","1","15.95"
"SYN-LA-00262","Jharkhand","Purnia","","Agricultural","Single-crop","8","10","1","2","14.07","18.38","5","4","3.22","Public utility","15","5","5","","3","20.45"
"SYN-LA-00263","Uttar Pradesh","Ranchi","10.45","Residential","Fallow","3","4","0","0","","7.3","1","7","8.56","Water management","4","1","7","9.51","1","9.98"
"SYN-LA-00264","Bihar","Dhanbad","","Industrial","Multi-crop","6","6","0","0","11.99","15.47","2","7","","Rail","13","","3","6.4","1","10.4"
"SYN-LA-00265","Bihar","Nalanda","21.89","Agricultural","Commercial","5","6","0","0","15.52","16.49","8","7","11.55","Rail","12","","5","8.98","2","11.6"
"SYN-LA-00266","Uttar Pradesh","Vaishali","15.77","Commercial","","4","6","0","0","6.09","7.72","6","8","2.48","Public utility","8","0","9","","1","12.31"
"SYN-LA-00267","Jharkhand","Ranchi","8.04","Forest buffer","Residential","4","5","1","4","7.06","7.33","9","5","3.45","Rail","14","4","","12.3","3","17.22"
"SYN-LA-00268","Bihar","Vaishali","7","Industrial","Commercial","8","10","0","0","1.45","1.51","3","8","9.53","Rail","18","6","7","13.47","2","17.11"
"SYN-LA-00269","Bihar","","7.91","Commercial","Multi-crop","5","6","0","0","3.47","4.33","3","5","5.24","Public utility","11","3","7","12.32","1","14.66"
"SYN-LA-00270","Bihar","Begusarai","12.7","Forest buffer","Commercial","7","7","0","0","4.41","6.08","3","6","1.11","","7","3","3","8.39","1","11.76"
"SYN-LA-00271","Jharkhand","Muzaffarpur","23.65","Industrial","Multi-crop","6","5","0","1","13.52","18.7","6","6","","Road","19","4","5","12.48","2","15.73"
"SYN-LA-00272","Bihar","Muzaffarpur","15.4","Forest buffer","","4","","0","0","7.24","7.72","7","8","10.21","Public utility","14","3","8","9.35","1","10.06"
"","Jharkhand","Ranchi","7.88","Agricultural","Fallow","7","8","1","2","2.6","3.51","5","6","8.07","Industrial corridor","15","2","5","10.12","3","15.72"
"SYN-LA-00274","Bihar","Gaya","9.51","Commercial","Commercial","6","8","0","0","3.05","","5","3","4.65","Water management","10","2","5","13.81","2","16.25"
"SYN-LA-00275","Jharkhand","Muzaffarpur","14.94","Forest buffer","Mixed use","6","8","1","0","6.89","9.61","4","8","1.39","Road","9","1","8","12.51","1","14.24"
"SYN-LA-00276","Jharkhand","Ranchi","24.94","Industrial","Residential","6","6","0","1","20.36","22.65","6","8","2.64","Public utility","17","5","4","13.28","2","16.98"
"SYN-LA-00277","Jharkhand","Ranchi","21.99","Commercial","Single-crop","","3","0","0","18.76","25.27","7","6","8.68","Water management","15","4","6","5.54","1","9.46"
"SYN-LA-00278","Bihar","Ranchi","14.98","Commercial","Commercial","5","","0","0","10.03","10.3","9","10","8.53","Water management","18","3","8","6.09","1","8.68"
"SYN-LA-00279","Bihar","Begusarai","24.56","Agricultural","Multi-crop","6","","1","1","14.99","19.28","8","7","8.9","Rail","11","1","6","11.57","2","16.24"
"SYN-LA-00280","Jharkhand","Ranchi","5.64","Commercial","","3","3","0","","4.21","4.77","1","","8.72","Public utility","14","1","6","7.68","1","8.06"
"SYN-LA-00281","Bihar","Bhagalpur","22.83","Commercial","Residential","6","6","0","1","12.91","16.43","7","9","1.96","Industrial corridor","5","3","4","8.15","1","13.05"
"SYN-LA-00282","Uttar Pradesh","Begusarai","14.87","Commercial","Fallow","2","4","0","0","10.1","12.95","3","7","6.13","Industrial corridor","14","4","8","9.62","1","10.55"
